Časová značka,ID.dotaznik,ID.tazatel,ID.supervizor,Date,Incidence.number,A.1,A.2,A.3,B.1,B.2,B.3,B.4,B.5,B.5a,C.1,C.1a,C.1.1,C.1.2,D.1,D.1a,D.1.1,D.1.1a,D.1.2,D.1.3,D.1.4,E.1,E.1.1,E.1.2,E.1.2male,E.1.2female,E.1.3,E.1.3-8,E.1.4,E.1.5,E.1.5-1,F.1,F.1.1,F.1.2,F.1.3,G.1,G.1.1,G.2,G.2.1,G.2.2,G.2.3,G.2.3-15,H.1,H.2,H.2-2,H.3,H.4,H.5,H.6,prepsal,Type.of.incidence,A.2,A.3,B.1,B.2,B.3,B.4,B.5,B.5-answer,C.1,C.1-answer,C.1.1,C.1.2,D.1,D.1-answer,D.1.1,D.1.1-answer,D.1.2,D.1.3,D.1.4,E.1,E.1.1,E.1.2,E.1.3,E.1.4,E.1.4-answer,E.1.5,E.1.5-answer,F1.,F1.1,F.1.1-answer,F.1.2,F.1.3,G.1,G.1.1,G.2,G.2.1,G.2.1-answer,G.2.2,H.1,H.2,H.2-answer,H.3,H.4,H.5,H.6
28.7.2016 22:09:23,BBRA-304-1-71,KATV,KATV,11.6.2016,1,11,Podomni obchodnici - podepsali -> odvolali se a zrusila se,4,7,98,2,1,1,,2,,,,2,,,,,,,2,3,"1, 2",1,1,5,,1,1,C,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 22:24:15,BBRA-22-2-54,ADKO,KATV,11.6.2016,1,19,Ukradli veci ze sklepa.,7,3,98,98,1,12,,1,"Pracka, vysavac, naradi, stroje",7000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,3,,1,,"Vypsali protokol, nicmene policie pachatele nechytila -> oznamili, ze se neda nic delat.",1,,3,3,3,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 22:49:26,BBRG-1130-2-50,VAWA,KATV,10.6.2016,2,9,"Pani v autobuse rekla: Hlidejte si penezenky, nastupuji cigani. Ona se ohradila, pachatelka rekla: Vy jste vsichni stejni.",1,98,98,3,1,13,,2,,,,2,,,,,,,1,2,2,,1,6,,1,,,2,,,,1,Pouzita slova,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 22:55:24,BBRG-1130-2-50,VAWA,KATV,10.6.2016,1,20,"Opilci z vedlejsi ubytovny, kde pani bydlela, rusili nocni klid, pani se ohradila, oni ji nadavali, ze se chova jako gadzovka a vyhrozovali ji.",7,10,98,5,1,1,,2,,,,2,,,,,,,4,1,1,4,,4,,29,1,R,2,,,,2,,2,1,"Majitel ubytovny - prijel, udelal poradek a hotovo.",15,Majitel je policista,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 10:18:30,BBRF-3801-1-58,VAWA,KATV,11.6.2016,1,1,"V hospode s fetaky, chteli si pujcit penize na drogy. On odmitl, urazil ho. Borec mu to oplatil a byla rvacka.",1,2,3,5,1,14,,2,,,,2,,,,,,,2,1,1,2,,4,,29,1,R,2,,,,2,,2,3,,8,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 10:24:12,BBRF-3801-1-58,VAWA,KATV,11.6.2016,2,21,V herne prisli 3 mistni dealeri a chteli mu prodat pervitin. Od odmitl.,1,2,3,5,1,14,,2,,,,2,,,,,,,3,1,1,3,,4,,27,1,R,2,,,,2,,2,3,,8,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 10:47:16,BBRA-345-2-54,ADKO,KATV,11.6.2016,1,14,"Byvaly pritel ji opakovane osahaval, bylo to za hranou, neprijemne.",4,2,98,98,1,1,,2,,,,1,Psychickou,1,,8,2,6,1,1,1,1,,7,,8,1,C,2,,,,2,,2,1,Psychologovi - lekar ji navedl k odchodu od partnera.,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 11:00:10,BBRA-127-2-55,ADKO,KATV,11.6.2016,1,11,Finance - pujcil si od ni penize a nevratil.,2,9,98,98,1,7,,1,Odcizeni penez,700,2,2,,,,,,,3,3,"1, 2",2,1,4,,1,1,R,2,,,,2,,1,,,,,"Vyslechy, vysetreni, soud.",1,,2,1,1,3,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 11:04:17,BBRA-127-2-55,ADKO,KATV,11.6.2016,2,23,Pracovni vykoristovani -  Obchodovani s lidmi za ucelem prac. vykoristovani - nezaplatili za jeden den prace.,2,11,98,98,1,9,,1,Penize,400,2,2,,,,,,,1,2,2,,1,6,,38,1,C,2,,,,2,,2,2,At se na to vykasle.,15,Nemelo to smysl.,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 11:29:34,BBRA-121-2-59,KATV,KATV,11.6.2016,1,4,Kradez hosrkych kol + kolobezky - vypacili sroubovakem dvere.,7,2,6,98,1,12,,1,"Kola, kolobezky",7000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,S manzelem chodili po zastavarnach a hledali sva kola.,7,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 12:12:56,BBRG-4299-1-47,TEDV,BAME,10.6.2016,1,18,"Ukradli mi 18 000 Kc, radio, telefon, televizi a mobil. Vloupali se mi do bytu, kdyz jsem byl s detmi na nakupu.",7,5,98,2,1,1,,1,"Ukradene penize (18 000 Kc), radio, telefon, televizi a mobil",30000,7,2,,,,,,,2,1,1,2,,8,18-25 a 36-45,1,1,"R, C",2,,,,2,,1,3,,,,"Policie to vysetrila, sebrala otisky a dopadli je.",1,,1,1,1,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 12:18:17,BBRG-4299-1-47,TEDV,BAME,10.6.2016,2,8,"Prepadli me na ulici Kuldova, zbili me a okradli. Vzali mi penezenku - mel jsem tam zalohu od zamestnavatele na najem.",7,4,5,3,1,7,,1,Ukradene penize,5500,7,1,Fyzicke,3,Pohmozdeniny,1,3,2,3,3,"1, 2",2,1,4,,1,1,C,1,7,1,2,2,,1,3,,,,"Policie prepadeni videla, muzi utekli, ale zenu chytli.",1,,1,2,2,3,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 12:21:23,BBRG-4299-1-47,TEDV,BAME,10.6.2016,3,21,"V Cejlu, nabizi vse, vse se tam da sehnat. Ja jsem odmitl, ale otravuje me to. Nesnasim „fety”.",4,98,98,5,1,6,,2,,,,2,,,,,,,3,3,"1, 2",2,1,3,,1,,,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 12:45:55,BBRG-4299-1-57,TEDV,BAME,10.6.2016,1,21,V ulici Kuldove v parku mi v poslednim roce opakovane nabizeli „pernik”. Nesnasim drogy.,5,98,98,3,1,7,,2,,,,2,,,,,,,3,3,"1, 2",2,1,3,,1,1,"C, R",2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 12:56:24,BBRA-309-2-31,BAME,BAME,11.6.2016,1,5,Kradez telefonu z bytu,7,3,7,3,1,1,,1,Telefon,500,7,2,,,,,,,6,98,98,,,3,,29;30,1,Fetaci,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 15:33:36,BBRA-224-2-30,TEDV,BAME,11.6.2016,1,19,"Vlezli mi do bytu oknem a ukradli mi obleceni, zaclony.",5,6,98,6,1,1,,1,Odcizeni obleceni,2000,4,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,"Policie se ptala, jestli vime, kdo to byl. Nevedeli jsme a policie to nevysetrila, vlastne to neslo.",1,,4,3,3,2,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 16:04:41,BBRA-206-1-37,VAWA,KATV,11.6.2016,1,4,"Nechal kolo v centru pres noc, bylo zamcene, rano uz tam nebylo.",3,14,3,5,1,7,,1,Ukradene kolo,10000,5,2,,,,,,,7,,,,,,,,,,1,98,2,1,2,,1,2,,,,"Sel ohlasit na stanici, dodnes nedostal vedet nic dalsiho, pristup policie korektni.",1,,4,4,4,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 16:08:16,BBRA-206-1-37,VAWA,BAME,11.6.2016,2,5,"Ukradene poklice na aute, nechal v noci auto na ulici, rano uz tam nebyly.",2,10,98,6,1,6,,1,Kradez poklic na aute,400,2,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 16:42:14,BBRG-807-1-40,TEDV,BAME,10.6.2016,1,18,Pred pul rokem ukradli synovi ze sklepa kolo.,3,98,98,6,1,12,,1,Ukradene kolo,3000,3,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,"Samozrejme meli pochopeni, ale pocitali s tim, ze pachatele nejspise nedopadnou.",1,,3,3,3,2,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 16:45:15,BBRG-807-1-40,TEDV,BAME,10.6.2016,2,21,"Za bileho dne mi vnucovali v parku v ulici Kuldova (znamy park, kde se dealuje).",5,5,98,3,1,7,,2,,,,2,,,,,,,2,3,"1, 2",1,1,3,,1,1,C,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 16:59:55,BBRA-224-1-44,BAME,BAME,11.6.2016,1,4,"Na pavlaci pres den nekdo ukradl kolo, nebylo zamceny.",5,3,98,3,1,1,,1,Kolo,500,5,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 17:37:30,BBRG-3307-1-38,BAME,BAME,10.6.2016,1,6,"Ukradli mi penize, opakovane.",3,4,98,3,1,6,,1,Penize,250,3,2,,,,,,,1,1,1,1,,,,,,,2,,,,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 17:40:54,BBRG-3307-1-38,BAME,BAME,10.6.2016,2,5,Nesly mi zamknout dvere a behem spanku mi ukradli mobil a vyplatu.,7,3,98,5,1,1,,1,Telefon (5 000 Kc) + vyplata (12 000 Kc),17000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,,,2;7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 17:44:05,BBRG-3307-1-38,BAME,BAME,10.6.2016,3,3,"Jedno rano sjem to mel na spalkach, pak to zmicelo cely.",5,4,3,5,1,6,,1,Kradez auta,35000,7,2,,,,,,,1,1,1,1,,98,,27,1,R,2,,,,2,,2,,,2;6;10,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 19:00:07,BBRA-349-1-35,JACI,KATV,11.6.2016,1,10,"Nezaplatili respondentovi za vykonanou praci. Protoze nedostal penize, musel si pujcit penize, ale pujcil si mene nez potreboval, aby se nezadluzil.",7,5,98,98,1,9,,1,"Nevyplacena mzda, nucen si pujcit penize.",15000,7,2,,,,,,,1,1,1,1,,6,,36,1,C,2,,,,2,,2,3,,2;9,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 19:11:33,BBRG-4299-2-24,TEDV,BAME,10.6.2016,1,20,"Na ubytovne me alkoholici vyhrozovali kvůli detem, ze je zlobi a otravuji je, ze mi daji pres drzku, kdyz si je neuhlidam.",4,98,98,3,1,12,,2,,,,2,,,,,,,4,3,"1, 2",2,2,3,,29;30,1,R,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 19:28:07,BBRF-3801-2-20,ADKO,KATV,10.6.2016,1,1,"Pri hadce, kdyz byli opili, tak ji pred domem napadli muzi - sousedi.",5,10,98,1,1,6,,2,,,,2,,,,,,,3,1,1,3,,5,,29,1,C,2,,,,2,,2,1,Manzelovi - zbil je,6;7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 19:33:15,BBRF-3801-2-20,ADKO,KATV,10.6.2016,2,9,"Pred barakem - jedna zena byla opila, vyhrozovala, ze protoze jsou cikani, tak je upali.",4,2,5,3,1,6,,2,,,,2,,,,,,,1,2,2,,1,3,,1,,,2,,,,1,Vzhledem k povaze slovniho vyhrozovani,2,3,,15,Co z toho bude mit?,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 21:32:29,BBRF-3801-2-28,KATV,KATV,10.6.2016,1,1,"Pani na zastavce slovne napadla (sproste nadavala), zautocila a pani se nenechala a fyz. utok ji vratila.",1,2,3,3,1,7,,2,,,,2,,,,,,,1,2,2,,1,3,,1,1,C,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 21:42:33,BBRA-215-1-23,TEDV,KATV,11.6.2016,1,4,"Ukradli mi kolo v ulici Bratislavska, zanechal jsem ho ve dvore domu, kde jsem bydlel.",3,5,98,4,1,12,,1,Kolo,2500,2,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 21:58:30,BBRA-602-1-21,VAWA,KATV,11.6.2016,1,22,"Tiskarna ve vchode, prujezdu domu, kde bydlel, byla zapalena. Shorela chodba, ohorena byla.",6,6,2,4,1,12,,2,,,,2,,,,,,,7,,,,,,,,,,1,Ohen,2,1,2,,2,2,,1,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.2016 22:03:07,BBRA-602-1-21,VAWA,KATV,11.6.2016,2,9,V zamestnani byl kolegy urazen/ponizovan kvuli slovenskemu puvodu. Setkaval se s tim pravidelne.,2,4,98,3,1,9,,2,,,,2,,,,,,,1,2,2,,1,3,,34,1,R,2,,,,1,Povaha nadavek,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 0:24:48,BBRA-239-60-1-18,KATV,KATV,11.6.2016,1,5,Ukradli penezenku na zabave (volne na stole) - uzavrena spolecnost - penize/doklady.,7,98,5,6,1,16,,1,Ukradene penize/doklady,5000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 0:35:54,BBRA-237-1-25,BAME,BAME,11.6.2016,1,4,"Mel jsem kolo zamceny na nadrazi, kdyz jsem se vratil, tak uz tam nebylo.",7,5,98,4,1,13,,1,Kolo,15000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,Sepsali a nic s tim neudelali.,2,,4,3,3,6,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 0:52:40,BBRA-227-1-20,AMAN,BAME,11.6.2016,1,6,"V Jiraskove ctvrti jsem zapomnel zenu kabelku. Odesel sjem na zachod a nekdy mezitim ukradli kabelku, doklady mobil.",3,7,98,3,1,7,,1,Penize,7000,1,2,,,,,,,1,1,1,1,,3,,1,1,C,2,,,,2,,2,,,2;9,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 0:56:01,BBRA-227-1-20,AMAN,BAME,11.6.2016,2,1,"Chtel me uderit flaskou do hlavy pred diskotekou, ale netrefil se.",1,2,5,5,1,15,,2,,,,2,,,,,,,1,1,1,1,,4,,1,98,,1,5,1,1,2,,2,3,,,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 10:56:08,BBRA-1111-2-37,AMAN,KATV,13.6.2016,1,18,"Deti skrabaly na auto klicemi, zena je vyrusila. Protoze to byly deti a auto za nic nestalo, tak to policii nehlasila.",4,3,98,3,1,6,,1,"Mala, auto je stare, to by jim nikdo neopravil",0,1,2,,,,,,,6,3,98,,,1,,29,1,R,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 12:35:01,BBRA-1111-2-20,AMAN,KATV,13.6.2016,1,11,"Pan z ni vylakal penize na internetu za objednane zbozi, ktere pak ale uz nedorazilo. Slo o podvodnika, ktery uz podvedl vice lidi, resi to tedy policie v Brne.",6,5,1,98,1,21,internet,1,"Ukradl ji 2000 Kc, slo o podvod, nedoslo objednane zbozi.",2000,6,2,,,,,,,1,1,1,1,,98,,1,98,,2,,,,2,,1,2,,,,"Dobra reakce, jeste se udalost vysetruje.",1,,1,1,1,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 12:58:21,BBRA-1137-1-33,AMAN,KATV,13.6.2016,1,9,"Venku na ulici, panovi nadavala skupinkal idi, deje se to casto, takze uz si toho ani nevsima.",4,3,98,98,1,6,,2,,,,2,,,,,,,4,1,1,4,,98,,1,,,2,,,,1,Rasisticke narazky,2,2,Nijak,6;9;10,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 14:42:36,BBRA-1284-2-75,KATV,KATV,13.6.2016,1,4,"Synovi ukradli kolo (zamcene), nekdo ustipl zamek pred domem na ulici. Zaroven ukradli dve kola i sousedovi - jinak bezne zamknuty pred domem.",7,4,4,2,1,6,,1,Ukrdnute kolo,12000,7,2,,,,,,,7,,,,,,,,,,1,15 - Stipacky,2,1,2,,1,,,,,"Prijeli PCR (za chvilku) po nahlaseni, nabidla PCR nahradu za kolo (ty co maji na sklade - co se najdou).",1,,4,4,3,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 15:04:18,BBRA-1284-1-35,KATV,KATV,13.6.2016,1,17,"Ukopnute zrcatko, poskrabany lak u auta, ktere stalo pred domem.",1,8,98,6,1,6,,1,"Pry zadna skoda, vse si opravil sam.",1200,1,2,,,,,,,1,2,2,,1,4,,9,1,C,2,,,,2,,2,2,,9;15 - Nebavi se s PCR,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 15:08:27,BBRA-1284-1-35,KATV,KATV,13.6.2016,2,12,"Pokus o vloupani se do auta - piskal alarm u auta pred domem, vykoukli z okna a niko jiz nevidel - pachatel utekl, nicmene nepopira, ze mohlo auto zacit houkat jen tak.",1,4,98,98,1,6,,2,,,,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 15:11:59,BBRA-1284-1-35,KATV,KATV,13.6.2016,3,20,"Kolega z prace ho vyvezl za mesto, vyhrozoval, ze ho prinuti (nechtel specifikovat), ubranil se.",2,11,98,98,1,7,,2,,,,2,,,,,,,1,1,1,1,,99,,33,1,Bily C,2,,,,2,,2,2,,9,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 15:55:41,BBRA-11372-50,VAWA,KATV,13.6.2016,1,14,"Nad ranem v sobotu sla pani do prace, clovek vysel z domu a zval ji na sklenicku, ze se mu strasne libi atd.",1,7,6,1,1,7,,2,,,,2,,,,,,,1,1,1,1,,5,,1,,,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 16:28:53,BBRA-1137-1-43,PEKU,KATV,13.6.2016,1,23,Pracovni vykoristovani -  Delal plot za 92 tisic a firma dala zalohu 25 tisic a doted to nesplatila.,4,2,98,98,1,9,,2,Zatim ne,,4,2,,,,,,,1,1,1,1,,5,,1,1,Bily,2,,,,2,,2,,,6;7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 16:44:22,BBRA-1133-2-19,PEKU,KATV,13.6.2016,1,23,Pracovni vykoristovani -  Zkusebni doba v rpaci a po par dnech ji bez udani duvodu vyhodili.,3,13,98,98,1,9,,1,Nevyplacena mzda - mela dostat 500/den,1500,4,2,,,,,,,1,2,2,,1,4,,1,1,C,2,,2,2,2,,2,2,"Rekli ji, ze ma smulu",15 - nemela podepsanou smlouvu,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 23:14:23,HVMA-1747-2-45,ONPL,BAME,13.6.2016,1,4,Kolo bylo zamcene pred restauraci.,3,9,5,6,1,14,,1,Ukradene kolo,2500,4,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.2016 23:25:05,HVMA-1750-2-28,ONPL,BAME,13.6.2016,1,4,Pritel mel kolo pod schody a nekdo mu jej ukradl.,7,14,98,6,1,6,,1,Kolo,500,7,2,,,,,,,1,1,1,1,,3,,1,1,R,2,,,,2,,2,2,Pritel to nahlasil (ale ukradl mu ho znova),1,,,1,,4,4,4,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 0:14:30,HVMA-1747-1-28,ADKO,BAME,13.6.2016,1,4,"Ukradli detske kolo, zamcene ve meste, u detskeho hriste u skoly.",5,1,5,3,1,7,,1,Ukradene kolo,1200,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 0:18:33,HVMA-1747-1-28,ADKO,BAME,13.6.2016,2,18,Poskozen kocarek - rozbity kocarek byl situovan v dome na chodbe.,7,3,6,6,1,12,,1,Poskozeny kocarek,10000,7,2,,,,,,,1,1,1,1,,5,,29,1,R,2,,,,2,,1,,,,,V prubezne vysetrovani,2,"Zdrahali se, ze neni dukaz, ani pachatel",4,4,4,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 0:22:04,HVMA-1747-1-28,ADKO,BAME,13.6.2016,3,1,"Napadl ho nekdo fyzicky, strizlivy, jednalo se o spory v rodine. Chranil kamarada pred jeho agresivnim otcem.",7,8,98,98,1,7,,2,,,,1,"Modriny, otluceniny",1,,5,3,5,1,1,1,1,,5,,27,,,2,,,,2,,2,2,,3,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 0:26:35,HVMA-1747-1-28,ADKO,BAME,13.6.2016,4,10,Nedostal zaplaceno - neproplatili mu praci.,7,4,98,98,2,9,,1,"Absence vyplaty, prisel o penize",1300,5,2,,,,,,,1,1,1,1,,5,,38,1,C,2,,,,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 0:57:53,HVMA-1748-2-41,ADKO,BAME,13.6.2016,1,4,Na dvore nechali zamcene kolo. Po navratu uz tam nebylo.,3,3,98,3,1,7,,1,Odcizene kolo,2000,2,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,"Stale se resi, zatim nedali vedet.",1,,4,4,4,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 1:08:28,HVMC-806-1-38,ADKO,BAME,13.6.2016,1,4,U kradli u domu nezamcene kolo.,5,6,98,1,1,6,,1,Kolo,1500,5,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 1:11:21,HVMC-806-1-38,ADKO,BAME,13.6.2016,2,5,"Ukradli telefon, kdyz sedeli pred domem.",6,4,98,5,1,6,,1,Ukradeny telefon,1300,6,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 22:26:10,VVYB-31-2-41,AMAN,KATV,12.6.2016,1,5,"Ukradena penezenka v Kauflandu - penize, doklady.",7,8,4,3,1,17,,1,Odcizena penezenka,4000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,3,,,,"Dobra reakce, prijeli pro pani i autem, byli slusni.",1,,1,3,3,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 22:30:48,VVYB-31-2-41,AMAN,KATV,12.6.2016,2,21,"Kveten 2016 - vecer 19:00, opily bily pan ji vyhrozoval nasilim, utikala a neohlizela se, sla s dcerou.",7,3,2,4,1,6,,2,,,,2,,,,,,,1,1,1,1,,6,,1,1,Bily,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 22:33:51,VVYB-31-2-41,AMAN,KATV,12.6.2016,3,22,"Casto ji oslovuji fetaci, vzdy odmitla.",5,3,3,3,1,6,,2,,,,2,,,,,,,1,1,1,1,,3,,1,1,Bily,2,,2,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 23:09:11,VVYA-587-2-58,KATV,KATV,12.6.2016,1,20,"Ze strany sousedu delaji deti hluk, rekla jim, at jdou ven, soused - Rom, ze ma byt zticha.",5,3,3,3,1,12,,2,,,,2,,,,,,,1,1,1,1,,4,,29,1,R,2,,,,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
