Časová značka,ID.dotaznik,ID.tazatel,ID.supervizor,Date,Incidence.number,A.1,A.2,A.3,B.1,B.2,B.3,B.4,B.5,B.5a,C.1,C.1a,C.1.1,C.1.2,D.1,D.1a,D.1.1,D.1.1a,D.1.2,D.1.3,D.1.4,E.1,E.1.1,E.1.2,E.1.2male,E.1.2female,E.1.3,E.1.3-8,E.1.4,E.1.5,E.1.5-1,F.1,F.1.1,F.1.2,F.1.3,G.1,G.1.1,G.2,G.2.1,G.2.2,G.2.3,G.2.3-15,H.1,H.2,H.2-2,H.3,H.4,H.5,H.6,prepsal,Type.of.incidence,A.2,A.3,B.1,B.2,B.3,B.4,B.5,B.5-answer,C.1,C.1-answer,C.1.1,C.1.2,D.1,D.1-answer,D.1.1,D.1.1-answer,D.1.2,D.1.3,D.1.4,E.1,E.1.1,E.1.2,E.1.3,E.1.4,E.1.4-answer,E.1.5,E.1.5-answer,F1.,F1.1,F.1.1-answer,F.1.2,F.1.3,G.1,G.1.1,G.2,G.2.1,G.2.1-answer,G.2.2,H.1,H.2,H.2-answer,H.3,H.4,H.5,H.6
13.7.2016 23:32:52,PPRC-754-2-78,ONPL,ONPL,19.4.2016,1,5,Respondentce ukradli tasku.,5,6,4,3,1,6,,1,Taska,100,1,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,Nic moc nerekli.,2,Nezajimalo je to.,,,,5,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7.2016 23:39:08,PPRC-754-2-78,ONPL,ONPL,19.4.2016,2,11,"Pecovatelka pani poprosila o kartu, aby ji zaplatila pujcky. 2x ji vzala penize (2x 8 000 Kc). Pujcky, ktere ji vyresila opatrovnice a pak to nezaplatila.",6,7,98,98,1,1,,1,Splatky + to co vybrala,39000,7,2,,,,,,,1,2,2,,1,5,,28,1,Bila,2,,,,2,,2,2,,4,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7.2016 23:44:20,PPRC-754-2-78,ONPL,ONPL,19.4.2016,3,11,"Za pani chodila pro splatky z pujcky pani a nedavala ji doklady na penize, ktere splacela.",7,7,98,98,1,1,,1,Nedostala paragon,2000,6,2,,,,,,,1,2,2,1,,5,,28,1,Bila,2,,,,2,,2,2,,6,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 0:05:28,PPRC-754-1-26,ONPL,ONPL,19.4.2016,1,9,"Velikonoce U Zlate brany v Prostejove. Byl ozralej a nejaky borci, jestli nechce vymrskat.",6,3,1,3,1,7,,2,,,,1,"Modrina, udery do hlavy",3,Na co?,1,3,1,4,1,1,4,,4,,27,1,Bili,2,,,,1,,2,2,,8,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 0:25:29,PPRC-754-155,ONPL,ONPL,19.4.2016,1,9,Na ulici. Nadavaji mu cerna hadice.,7,10,98,4,1,7,,2,,,,2,,,,,,,5,1,1,6,,3,,1,,,2,,,,1,Typ nadavky,2,2,Nijak,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 10:53:24,PPRB24-1-20,ONPL,ONPL,20.4.2016,1,6,"Zaparkoval v lokalite, zapomnel zavrit dvere a ukradli mu penize a doklady.",7,5,98,3,1,6,,1,"Penezenka, rodny list, obcanka",2000,1,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,"Dobra, nasli to",1,,4,3,3,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 13:57:11,PPRE-740-1-42,VAWA,ONPL,20.4.2016,1,1,"Postavajici kluk pred obchodem; prodavacka, ze na jeji zadek sahlo dite napadeneho. Ten chlap vyhrozoval, ze ty deti postih. On zavolal policajty. Nez prijeli, tak ten pachatel vylezl, ze na nej, provokoval. Napadeny s nim hodil o zem, utocnik mu vrazil ranu a nakonec toho nechali.",1,10,5,4,1,17,,2,,,,2,,,,,,,1,1,1,1,,3,,1,1,C,1,13,2,2,1,Narazky na Romy,2,3,,15,Policie uz tam byla,"Policajt prochazel kolem, byli tam jiz asistenti prevence, uklidnoval to",1,,3,3,3,3,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 14:04:35,PPRE-740-1-42,VAWA,ONPL,20.4.2016,2,9,"Stara pani sla s takovou podperou pred sebou a rvala: „Cigani do plynu” a „Hitlera na vas” atd. On se sni snazil bavit, ale nikam to nevedlo.",5,13,98,3,1,7,,2,,,,2,,,,,,,1,2,2,,1,7,,1,,,2,,,,1,"Povaha nadavek a urazek, rasisticka",2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 14:30:31,PPRE-740-2-26,VAWA,ONPL,20.4.2016,1,6,"Auto stalo pred barakem, bylo stazene okno a ukradene radio. Policajti nic nevyresili.",7,12,6,1,1,6,,1,"1 000 Kc sklo, 3 500 Kc radio",4500,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,2,,,,"Prijeli, sepsali, nedali ani vyjadreni, jak to budou resit apod.",2,,1,4,4,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 14:34:27,PPRE-740-2-26,VAWA,ONPL,20.4.2016,2,12,"Zjistila poskozene dvere v casti, na kterych visi dvere",7,9,98,98,1,1,,2,,,,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 14:57:31,PPRG-1204-2-39,VAWA,ONPL,20.4.2016,1,14,Ve meste neznamy clovek pokrikoval,1,5,98,3,1,7,,2,,,,2,,,,,,,2,1,1,,2,3,,1,,,2,,,,2,,2,3,,6;7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 15:01:33,PPRG-1204-2-39,VAWA,ONPL,20.4.2016,2,13,V Kromerizi hazeli skini po respondentce a jejich detech lahve a slovne je urazeli.,7,6,5,4,3,13,,2,,,,2,,,,,,,5,1,,,,8,od 30 do 40 let,1,,,2,,,,1,Rasisticke urazky,2,3,,6;7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 15:20:40,PPRA-2148-2-27,BAME,ONPL,20.4.2016,1,5,"Na gynekologii, kdyz jsem sla na vysetreni, nechala jsem kabelku na WC a nez jsem na to prisla, tak byl telefon pryc.",7,4,4,3,1,21,lekar,1,Odcizen telefon,1400,7,2,,,,,,,1,2,,,,3,,1,,,2,,,,2,,1,3,,,,"Sepsali to, ale rikali, ze se asi nenajde.",1,,1,3,3,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 15:41:02,PPRA-2148-2-17,BAME,ONPL,20.4.2016,1,10,Nezaplatili mi za brigadu.,7,13,98,98,1,9,,1,Nevyplacena mzda,2000,7,2,,,,,,,2,3,"1, 2",1,1,5,,1,1,C,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 15:45:35,PPRA-2148-2-17,BAME,ONPL,20.4.2016,2,7,"Ja jsem vedela, ze vratim vic, pujcila jsem si 1 000 Kc, myslela jsem, ze vratim 1 400 Kc, nakonec jsem vracela 1 800 Kc",5,10,98,2,1,4,,1,,400,5,2,,,,,,,1,1,1,1,,5,,27,,,2,,,,2,,2,3,,2;10,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 15:49:36,PPRA-2148-2-17,BAME,ONPL,20.4.2016,3,4,"Pred Tescem bylo zamcene kolo, kdyz jsme se vratili, tak tam nebylo.",6,12,98,5,1,18,,1,Odcizeni kola,10000,6,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,"Zapsali si to, nevyresili.",2,,3,3,3,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 15:52:51,PPRA-2148-2-17,BAME,ONPL,20.4.2016,4,14,Vencila jsem psa a nejakej chlap mi nabizel penize za sex.,6,6,98,5,1,7,,2,,,,2,,,,,,,1,1,1,1,,98,,1,,,2,,,,2,,2,1,Rodicum - neresili to.,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 15:55:44,PPRA-2148-2-17,BAME,ONPL,20.4.2016,5,9,"Diskriminace v restauraci, nadavky",7,6,98,98,1,14,,2,,,,2,,,,,,,1,2,2,,1,4,,1,1,C,2,,,,1,Nadavky,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 17:16:00,JJEA-652-1-23,JACI,ALBR,21.4.2016,1,1,"Bitka - prosba o cigo - nadaval mu, vrazili, kopali do neho - natrikrat zlomena celist.",7,11,2,4,3,10,,2,,,,1,3x zlomena celist,2,,3,1,7,1,1,1,1,,3,,1,1,R,2,,,,2,,1,,,,,Zacalo patrani,1,,1,1,1,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 17:19:40,JJEA-652-1-23,JACI,ALBR,21.4.2016,2,10,"Zednicka cinnost, zatepleni baraku",7,7,98,98,3,9,,1,,14000,7,2,,,,,,,1,1,1,1,,4,,36,,,2,,,,2,,2,2,Mama - nadavala,9,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 17:33:54,JJEG-1002-2-34,JACI,ALBR,21.4.2016,1,6,Vykradeni auta jejiho pritele.,7,7,7,6,1,1,,1,"Ukradli jen radio, znicili okno a svetla",3000,3,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,"Mel to vyfotit, ale nemel startovat.",1,,3,4,4,2,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 17:49:23,JJEH-225-1-65,JACI,ALBR,21.4.2016,1,4,"Ukradli mu bicykl - vicekrat, ale za poslednich 12 mesicu to bylo jen jednou.",3,7,98,6,1,1,,2,,,,2,,,,,,,2,98,98,,,8,Dospeli i deti,98,,"C, Rumunske",2,,,,2,,1,,,,,Poslali je pryc,2,Nebyli vubec ochotni,3,3,3,6,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 23:30:01,JJEA-652-2-15,ONRA,ALBR,21.4.2016,1,5,Dala retizek segre a nekdo ji ho ukradl na hristi pred domem.,4,8,98,3,1,6,Na hristi,1,Retizek a tablet,4000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,6,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.2016 23:56:08,JJEB-228-1-44,BAME,ALBR,21.4.2016,1,7,"Des, pujcis si kilo, vratis dve (naposledy si pujcil 500 Kc).",7,4,98,98,1,13,,1,100% vypujcene castky,500,7,2,,,,,,,99,99,99,,,99,,27,,,2,,,,2,,2,,,2;6;8;10,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7.2016 0:20:52,JJEG-1001-2-22,ALBR,ALBR,21.4.2016,1,11,"Respondentka chtela brigadu - roznos letaku, zaplatila 30 Kc/SMS a dalsi, ale brigadu nedostala - podvodnik",3,98,98,98,1,21,internet,1,Skoda na uctu za telefon,30,2,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7.2016 0:26:31,JJEG-1001-2-22,ALBR,ALBR,21.4.2016,2,13,"Psych. nasili od matky respondentky za ucelem vylakani penez od dcery, ta si vzala pujcky az cca 130 tisic Kc - zadluzila se.",7,7,98,98,1,7,,1,Pujcka,130000,7,2,,,,,,,1,2,2,,1,5,,5,1,C,2,,,,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7.2016 0:41:43,JJEA-652-1-15,BAME,ALBR,21.4.2016,1,17,"Nabourali nam auto, protoze vedeli, ze jsme cikani. Nechali tam vzkaz, nabourali to naschval.",7,7,98,6,1,6,,1,Kapota + svetla u auta,250000,7,2,,,,,,,1,2,2,,1,6,,1,,,2,,,,1,Vzkaz,2,1,"Pojistovna - vyresila to, skodu uhradila",2;15,"Pani navrhovala, to resit jen pres pojistovnu",,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7.2016 16:19:31,JJEH-225-2-55,BAME,ALBR,21.4.2016,1,4,"Odcizene kolo ze dvora - kdyz prisla, uz tam nebylo.",4,98,98,98,1,1,,1,Kolo,0,4,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,,,16,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7.2016 16:46:28,JJEA-652-1-21,ALBR,ALBR,21.4.2016,1,10,"Brigada (na dohodu) - stavba bazenu, cca 4 mesice (soukr. zamestnavatel) - dostal asi o 2 000 Kc mene nez mel slibeno.",7,98,5,98,1,21,,1,Prisel o smluvenou odmenu.,2000,7,2,,,,,,,1,1,1,1,,5,,38,1,C,2,,,,2,,2,2,,9,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.7.2016 10:56:43,JJED-689-2-33,ALBR,ALBR,21.4.2016,1,11,"Telefon - prodavala znamemu, nabidl penize, dostal telefon, ale nezaplatil. Ten prodal a respondentka pote zjistila, ze telefon byl spalen, znicen.",7,11,98,3,2,7,,1,Prisla o telefon,4000,7,2,,,,,,,1,1,1,1,,5,,27,1,C,2,,,,2,,1,,,,,"Pozadovali dokazat vlastnictvi telefonu, vyhledali pachatele, zjistili, ze ho dal prodal.",1,,1,1,1,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.7.2016 11:12:25,JJEH-225-2-27,ALBR,ALBR,21.4.2016,1,6,"Pritelevo auto zaparkovano pred domem, z kufru ukradena pila (vlastni, pracuje v lese) - pila se nakonec nasla.",6,9,98,98,1,6,,1,"Ukradena pila, rozbite okno.",0,5,2,,,,,,,2,1,1,2,,98,,1,1,C,2,,,,2,,1,,,,,"Vysetrili misto, vyslychali sousedy.",1,,2,1,1,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.7.2016 12:06:33,PPRB-X-2-25,JACI,ONPL,20.4.2016,1,9,"Sla do Tesca, nemela drobne, pani za pokladnou ji povedela, ze zije z jejich penez - stava se bezne, ze po ni pokrikuji.",7,5,5,3,1,18,,2,,,,2,,,,,,,1,2,2,,1,6,41,Pokladni,1,Bila,2,,,,1,"„Ty ciganko, na co si tu hrajes.”",2,1,"Oznamila to nadrizene v Tescu - neverila ji, ze zrovna „ta prodavacka to rekla.”",7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7.2016 0:08:46,CHHRD-116-1-43,MARO,LATO,24.5.2016,1,5,V hospode ukradli penize,5,3,98,5,1,16,,1,2000,2000,1,2,,,,,,,99,98,98,,,98,,98,,,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7.2016 16:26:12,PPAA-1240-2-21,ALBR,PEKU,23.5.2016,1,21,Na ulici cizi clovek nabizel travu,6,7,98,3,1,7,,2,,,,2,,,,,,,1,1,1,1,,3,,1,98,,2,,,,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7.2016 22:12:51,CHHRC-66-2-25,ALBR,PEKU,24.5.2016,1,11,"zmena pojistovny r.+4 deti na VZP, ale doted nedostala karticky a pouziva starou pojistku",7,12,98,3,1,1,,2,,,,2,,,,,,,1,1,1,1,,6,,1,1,C,2,,,,1,ze jsme blbi,2,,,15,jeste nebyl duvod,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7.2016 23:09:49,PPRD-6-2-55,JACI,ONPL,20.4.2016,1,14,"Chlapi v autech zastavuji a ptaji se, za kolik jdou (jeji dcery).",7,10,98,4,1,6,,2,,,,2,,,,,,,1,1,1,1,,6,,1,,,2,,,,2,,1,,,,,Sepsali protokol.,2,,3,3,3,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7.2016 23:25:53,CHHRD-116-1-20,ONRA,PEKU,24.5.2016,1,14,muz mu nabizel penize za sex,4,6,98,3,1,7,,2,,,,2,,,,,,,1,1,1,1,,4,,1,1,C,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7.2016 23:31:25,CHHRD-116-1-20,ONRA,PEKU,24.5.2016,2,9,"pokrikovali, nadavali mu na ulici",1,3,3,4,1,7,,2,,,,2,,,,,,,1,1,1,1,,2,,1,1,C,2,,,,1,nadavky do cikanu atd.,2,3,,"2, 15",neberou to vazne,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7.2016 23:39:13,PPRB-x-2-19,JACI,ONPL,20.4.2016,1,20,"Konflikt s policii, odstrcena policii, slzny plyn",7,8,98,5,1,18,,2,,,,1,"Byla v nemocnici, slzny plyn a odpadla.",2,Pozn: Podepsala ale revers,2,3,4,4,3,"1, 2",2,2,5,,39,1,C,1,13,2,2,1,Policajti jsou rasisti,2,3,,15,Bylo by to zbytecne,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7.2016 23:46:26,PPRB-X-2-19,JACI,ONPL,20.4.2016,2,9,Nadavali do ciganu,2,9,98,3,1,21,Ve meste,2,,,,2,,,,,,,3,1,1,3,,3,,98,1,Bili,2,,,,1,Nadavali do ciganu,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.7.2016 9:13:35,PPRA-6-1-18,ONRa,ONPL,20.4.2016,1,8,Sel od kamarada - 2 lide kriceli: takovej cigos a nosi takovou bundu,7,14,98,6,1,18,,2,,,,1,Modriny,3,Nebylo to zavazne,,,2,2,1,1,2,,3,,1,1,Bili,2,,,,1,Cigan a nosi takovou bundu,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.7.2016 9:17:02,PPRA-6-1-18,ONRA,ONPL,20.4.2016,2,21,Potkaji na ulici - nechces? - nabizeni drog na ulici,3,4,5,5,1,7,,2,,,,2,,,,,,,2,1,1,2,,3,,1,,,2,,,,2,,2,3,,1,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.7.2016 9:20:39,PPRA-6-1-18,ONRA,ONPL,20.4.2016,3,13,Ve skole - kamarad se zfetoval - vypadni ty cikane,2,9,98,2,1,8,,2,,,,2,,,,,,,1,1,1,1,,3,,31,1,C - bily,2,,,,1,"Nadaval, urazel",2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.7.2016 9:25:17,PPRA-6-1-18,ONRA,ONPL,20.4.2016,4,17,Auto pred barakem a chybelo zrcatko,5,5,98,1,1,1,,1,Utrzene zrcatko,1000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,To se stane kazdemu,2,2,Nehlasil - platil,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.7.2016 22:10:12,PPRB-x-1-44,JACI,ONPL,20.4.2016,1,17,Rozbita predni svetla + penize v aute,1,7,98,6,1,7,,1,15 000 Kc v aute + predni svetla,25000,1,2,,,,,,,7,,,,,,,,,,2,,,,2,Nevi,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.7.2016 22:36:41,PPRB-24-2-20,JaCI,ONPL,20.4.2016,1,18,"Spala, 1 hodina rano, vypacili zamek a sli do sklepa",2,5,98,6,2,12,,1,"Ukradli DVD, plasmovou TV, penize",13000,7,2,,,,,,,3,1,1,3,,2,,98,1,"1 R, 1 bily, 1 nevi",2,,,,2,,2,1,"Clovek v Tisni - Az se to stane znova, ma to nahlasit",7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 17:15:42,PPRA-6-1-20,ONRA,ONPL,20.4.2016,1,13,V restauraci - lide se az otaceli - rekli „Tady su cerny tlamy.”,3,7,98,4,1,14,,2,,,,2,,,,,,,1,2,,,,3,,1,1,C,2,,,,1,Slovni napadeni,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 18:11:44,PPRE-X-2-41,MAPATA,ONPL,20.4.2016,1,20,"Nejaky muz mi zacal na ulici vyhrozovat tim, ze me zabije.",7,7,2,3,1,7,,2,,,,2,,,,,,,1,1,1,1,,6,,1,1,C,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 18:16:30,PPRE-X-2-41,MAPATA,ONPL,20.4.2016,2,5,Na ulici z odlozene tasky mi nekdo sebral penezenku.,5,11,7,2,1,7,,1,Odcizenim penezenky mi bylo ukradeno 1 730 Kc.,1730,6,2,,,,,,,1,1,1,1,,5,,1,1,Beloch,2,,,,2,,1,2,Sepsali to se mnou a nikoho nenasli.,,,Jen to sepsali.,2,,3,3,3,6,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 18:21:18,PPRE-X-2-41,MAPATA,ONPL,20.4.2016,3,17,Nekdo nam poskodil dvere od bytu.,4,98,98,98,1,1,,1,Poskozeni dveri,500,4,2,,,,,,,7,,,,,,,,,,,,,,2,,2,2,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 18:52:53,PPRE-X-1-48,MAPATA,ONPL,20.4.2016,1,9,"Na krizovatce jsem jako asistent zastavil ridice, ktery jel na cervenou a on mi rekl, ze jsem cerna tlama, a ze mam drzet hubu.",7,7,98,3,1,9,,2,,,,2,,,,,,,1,1,1,1,,4,,1,1,"C, beloch",2,,,,1,,1,1,"Vyhrozoval mi, ze jestli se to bude opakovat, ze poda trestni oznameni na me.",,,"Jednalo se MP, ktera mi pohrozila, ze na me poda trestni oznameni.",2,,3,3,3,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 18:57:52,PPRE-X-1-48,MAPATA,ONPL,20.4.2016,2,2,"Byla mi nabidnuta nejaka castka, ale ja ji odmitl.",7,7,98,2,1,21,urad,2,,,,2,,,,,,,1,2,2,,1,6,,41 - pracovnice uradu,1,"Beloska, ?",2,,,,2,Bylo to tvrzeni proti tvrzeni,2,2,,15,Bylo by to tvrzeni proti tvrzeni,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 19:14:17,PPRE-X-1-48,MAPATA,ONPL,20.4.2016,3,16,"Jednalo se o psychicky natlak, abych rozvazal pracovni pomer, kdy jsem vykonaval asistenta prevence kriminality. Byl jsem zesmesnovan.",7,6,98,98,1,21,mestska policie,2,,,,2,,,,,,,4,1,1,4,,5,,39 - MP,,,2,,,,1,"Zesmesnovali, nadavali, ?",2,1,Radnimu - neresil to,1,,Neresili to,2,MP,3,3,3,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 19:18:58,PPRE-X-1-48,MAPATA,ONPL,20.4.2016,4,4,Kolo jsem mel zamcene v kolarne a nejaci fetaci ho pres noc ukradli. To jsem jeste bydlel na ubytovne.,4,8,98,6,1,1,,1,Ukradene kolo,3000,4,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,1,Majitelum ubytovny - ohlasili to policii,1,,Smali se a vec neresili,2,Nevi,3,3,3,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 19:24:49,PPRE-X-1-48,MAPATA,ONPL,20.4.2016,5,20,"Kazdy den jsem se setkal s tim, ze mi nekdo vyrozoval tim, ze me nedy napadne a bezne me slovne napadali.",7,6,98,2,1,21,mestska policie,2,,,,2,,,,,,,4,1,1,4,,5,,39 - MP,1,"C, belosi",1,13,2,2,1,"Rekli, ze jsem cerna tlama",1,1,Primatorovi mesta Prerov - nejak s tim nalozil,,,"Verili mi, ale nemohli s tim nic delat, nemel jsem dostatek dukazu.",1,,3,3,3,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 20:57:52,PPRA-1949-2-33,BAME,ONPL,20.4.2016,1,18,Vloupani do domu a do sklepa a odcizili kocarek z chodby.,3,6,3,5,1,1,,1,Kocarek,8000,5,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,Vysetrovali to.,1,,2,3,3,2,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 21:27:27,PPRA-2147-2-60,BAME,ONPL,20.4.2016,1,17,"Mladez blbla venku, ulomili zrcatko od auta, rvou, vetsinou barevny.",6,8,98,4,1,6,,1,Zlomene zrcatko,6000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,,,13 - nedovolene parkovani,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.2016 21:31:44,PPRA-2147-2-60,BAME,ONPL,20.4.2016,2,10,"Nezaplaceno za brigadu, pani me oklamala.",6,5,4,2,1,6,,1,Nevyplacena mzda,4000,6,2,,,,,,,1,2,2,,1,6,,1,1,C,2,,,,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7.2016 0:07:47,PPRA-2143-1-32,BAME,ONPL,20.4.2016,1,20,"Pokud mu nedam zapalovac, ze mi da pres hubu.",2,13,98,3,1,10,,2,,,,2,,,,,,,1,1,1,1,,3,,1,1,R,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
